,Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Value
1404,Luxembourg,European Union,2014,2.3,2.8,58.7975,11.42,94,86,26.2,99,99,0.1,105584,0.56,1.0,0.9,12.0,1,0,82.2,85.23172
1405,Switzerland,Rest of Europe,2007,4.1,4.8,62.047,10.44,88,71,25.0,94,94,0.07,81805,7.55,0.5,0.4,12.6,1,0,81.7,94.58154
1406,Costa Rica,Central America and Caribbean,2008,9.5,10.9,93.787,4.29,89,89,26.6,89,90,0.16,10053,4.46,1.9,1.8,8.4,0,1,78.5,27.066235
1407,"Gambia, The",Africa,2004,54.7,95.6,290.417,3.56,95,64,22.6,88,87,1.48,751,1.5,9.4,9.3,2.3,0,1,57.6,22.776308
1408,South Africa,Africa,2010,34.4,52.0,449.3985,7.07,71,55,26.9,72,72,9.52,6085,51.22,7.3,8.9,10.0,0,1,57.7,56.552406
1409,Brunei Darussalam,Asia,2001,8.0,10.1,104.114,0.44,99,95,25.4,99,97,0.1,34291,0.34,6.8,6.2,8.3,0,1,73.1,37.27717
1410,Panama,Central America and Caribbean,2010,17.0,19.9,121.6565,6.1,94,73,26.5,95,94,0.4,10232,3.64,2.0,1.9,9.3,0,1,76.8,20.93966
1411,Lesotho,Africa,2006,74.5,116.5,592.0125,2.77,91,80,24.4,88,89,16.06,874,1.99,8.8,8.7,5.4,0,1,42.6,103.57315
1412,Azerbaijan,Asia,2005,44.1,51.9,150.584,0.73,49,67,26.0,79,75,0.19,2632,8.39,2.9,3.0,10.7,0,1,68.7,96.21564
1413,South Africa,Africa,2007,46.6,75.3,522.8285,7.5,83,49,26.7,79,82,10.86,6060,49.12,9.7,11.7,9.1,0,1,54.5,61.666653
1414,Nicaragua,Central America and Caribbean,2014,17.3,20.2,150.6365,3.54,98,83,27.1,99,98,0.11,1982,6.14,1.8,1.7,6.5,0,1,73.4,15.216593
1415,"Iran, Islamic Rep.",Middle East,2010,16.5,19.3,104.022,0.03,99,65,25.8,99,99,0.08,5496,73.76,7.8,8.0,9.0,0,1,73.9,30.436485
1416,Jamaica,Central America and Caribbean,2002,18.0,21.1,166.4425,3.61,98,96,25.8,99,99,0.84,4934,2.69,2.0,1.8,7.7,0,1,74.1,37.03406
1417,Lesotho,Africa,2010,70.9,96.4,548.4965,2.75,93,81,24.7,92,93,12.44,996,2.0,7.2,7.0,5.6,0,1,45.1,102.76548
1418,Oman,Middle East,2009,10.2,11.8,100.71,0.5,98,99,25.9,96,98,0.05,21458,2.88,6.9,6.8,7.7,0,1,75.4,16.479816
1419,"Egypt, Arab Rep.",Africa,2012,22.2,26.3,155.3845,0.19,93,64,29.1,93,93,0.13,3472,86.42,2.9,2.8,6.8,0,1,70.7,61.907207
1420,Ghana,Africa,2000,64.3,99.7,299.502,1.95,80,55,22.6,88,88,1.75,1041,19.28,9.2,9.2,6.1,0,1,57.0,12.313002
1421,Japan,Asia,2009,2.4,3.3,63.037,6.98,83,92,22.7,99,97,0.17,31651,128.05,1.8,1.6,11.4,1,0,82.9,105.91257
1422,Spain,European Union,2012,2.9,3.6,61.3175,8.6,96,90,26.1,96,97,0.09,24635,46.77,0.6,0.5,9.5,1,0,82.4,100.54273
1423,Spain,European Union,2011,3.0,3.7,63.491,8.74,97,91,26.1,97,97,0.09,25403,46.74,0.6,0.5,9.5,1,0,82.5,101.28252
1424,Croatia,European Union,2011,4.5,5.3,99.7905,11.01,97,98,26.8,96,96,0.02,11780,4.28,1.6,1.5,11.0,1,0,76.8,185.69418
1425,Uganda,Africa,2000,87.1,146.1,537.6,11.68,52,64,21.2,55,52,4.6,517,23.65,7.0,7.0,3.9,0,1,46.2,19.168463
1426,Serbia,Rest of Europe,2006,7.3,8.4,139.896,8.82,93,90,25.6,97,92,0.01,4648,7.41,2.5,2.5,10.2,0,1,73.4,214.9405
1427,Czechia,European Union,2002,4.1,5.0,118.748,13.77,86,98,26.5,97,98,0.08,12960,10.2,2.2,2.3,11.1,1,0,75.2,155.59207
1428,Sierra Leone,Africa,2000,138.1,224.9,531.3245,3.75,71,60,22.0,46,44,1.59,403,4.58,1.3,1.4,2.3,0,1,39.4,22.846876
1429,Lebanon,Middle East,2009,9.2,10.7,69.5575,1.53,81,75,27.0,76,81,0.03,8687,4.81,4.7,4.7,7.9,0,1,78.2,99.68435
1430,Czechia,European Union,2010,2.7,3.4,97.8545,12.68,99,98,26.8,99,99,0.08,16506,10.47,1.9,2.0,12.4,1,0,77.4,140.7957
1431,Philippines,Asia,2002,27.8,36.2,213.186,4.39,42,19,22.3,77,79,0.01,1876,81.37,1.0,9.7,7.9,0,1,68.9,66.65402
1432,Dominican Republic,Central America and Caribbean,2002,31.1,38.1,184.5125,6.65,63,83,25.1,74,82,0.88,4376,8.72,3.7,3.6,6.7,0,1,70.0,29.499006
1433,Dominican Republic,Central America and Caribbean,2002,31.1,38.1,184.5125,6.65,63,83,25.1,74,82,0.88,4376,8.72,3.7,3.6,6.7,0,1,70.0,43.938725
1434,Sri Lanka,Asia,2000,14.2,16.5,165.2695,1.45,86,78,21.5,99,99,0.02,1923,18.78,15.3,15.5,10.0,0,1,71.3,49.16072
1435,Cyprus,European Union,2014,2.4,2.9,52.635,9.63,96,88,26.8,99,99,0.06,22514,1.15,0.9,1.0,11.9,1,0,80.2,83.4575
1436,Latvia,European Union,2001,10.8,13.3,232.029,6.68,96,95,25.6,97,97,0.21,7245,2.34,2.8,2.8,10.0,1,0,70.8,170.27603
1437,Benin,Africa,2005,76.5,121.5,270.725,1.24,70,83,22.6,73,70,0.79,944,7.98,8.7,8.6,2.8,0,1,57.4,10.253335
1438,Madagascar,Africa,2003,60.2,92.4,268.6985,0.83,61,64,20.8,65,66,0.04,453,17.28,8.3,8.3,5.4,0,1,60.3,16.923449
1439,Pakistan,Asia,2000,84.6,107.8,188.328,0.015,64,33,22.5,61,62,0.13,1029,142.34,22.2,22.6,3.3,0,1,62.8,70.475296
1440,Cote d'Ivoire,Africa,2008,78.7,114.2,427.1045,0.97,74,64,23.3,58,74,1.66,1596,19.61,6.6,6.6,4.0,0,1,51.7,17.364122
1441,Grenada,Central America and Caribbean,2001,12.8,15.2,176.8515,9.77,96,68,25.4,96,96,0.4,6809,0.1,4.2,4.2,7.4,0,1,72.8,31.757769
1442,Finland,European Union,2000,3.5,4.3,103.8765,8.88,88,92,25.7,96,99,0.08,37884,5.18,0.9,0.9,9.3,1,0,77.5,92.44304
1443,Kiribati,Oceania,2009,49.8,65.2,208.5885,0.54,86,35,29.5,84,86,0.17,1409,0.1,0.1,0.1,7.8,0,1,65.5,138.54955
1444,Bulgaria,European Union,2004,11.8,14.2,154.1315,10.7,94,91,25.5,94,95,0.02,4850,7.72,2.3,2.3,10.1,1,0,72.6,213.00957
1445,Cambodia,Asia,2014,28.7,33.4,179.3025,3.07,88,62,22.0,92,88,0.11,1105,15.27,1.9,11.0,4.7,0,1,68.3,80.98318
1446,Nicaragua,Central America and Caribbean,2000,31.4,38.5,196.9585,3.58,83,83,25.8,85,83,0.16,1445,5.07,2.2,2.1,5.1,0,1,69.5,11.638921
1447,Guyana,South America,2001,36.2,45.2,229.173,7.36,85,88,24.8,90,85,0.98,3947,0.75,5.9,5.7,7.8,0,1,65.5,30.49055
1448,Ethiopia,Africa,2009,57.0,86.7,279.805,0.32,56,64,20.3,65,58,0.4,414,85.23,11.1,1.8,2.3,0,1,60.6,6.3619595
1449,Turkmenistan,Asia,2010,37.2,43.1,200.751,2.9,96,99,25.8,96,96,0.08,4266,5.09,3.2,3.3,9.9,0,1,66.7,52.306183
1450,Lithuania,European Union,2007,6.5,8.0,237.8385,13.79,96,96,26.2,95,95,0.07,11985,3.23,2.9,3.0,12.1,1,0,70.9,171.16515
1451,Russian Federation,Rest of Europe,2001,14.7,18.3,307.7435,10.47,43,88,25.8,97,96,0.08,5619,145.98,2.8,3.0,11.4,0,1,65.4,217.52415
1452,Cabo Verde,Africa,2012,20.3,24.0,131.7085,4.93,94,94,24.3,94,94,0.24,3085,0.51,7.1,7.1,5.4,0,1,71.4,12.180784
1453,Myanmar,Asia,2005,57.4,77.2,225.6425,0.63,62,62,21.7,86,73,0.47,542,48.95,13.2,13.6,3.5,0,1,61.6,110.56508
1454,Portugal,European Union,2008,3.2,4.0,89.2665,11.47,97,95,25.8,97,97,0.17,19986,10.56,0.7,0.5,7.8,1,0,78.5,76.326324
1455,Uruguay,South America,2011,8.9,10.3,110.371,6.02,95,93,26.8,95,95,0.23,14086,3.37,1.5,1.5,8.4,0,1,76.9,101.52524
1456,Ukraine,Rest of Europe,2014,8.4,9.8,203.08,7.58,22,57,26.5,45,23,0.24,2346,45.27,2.3,2.4,11.3,0,1,71.2,160.5421
1457,Ireland,European Union,2004,4.7,5.6,81.2525,13.11,95,86,26.7,89,89,0.06,47731,4.07,0.3,0.2,11.6,1,0,78.5,123.35004
1458,Denmark,European Union,2012,3.5,4.1,75.094,9.23,88,87,25.3,94,94,0.04,51567,5.59,1.1,0.9,12.8,1,0,80.1,171.37566
1459,Tanzania,Africa,2002,69.9,114.0,446.4505,5.14,89,64,22.2,91,89,4.03,611,35.33,8.0,8.0,4.3,0,1,52.1,27.242603
1460,Botswana,Africa,2001,44.6,80.0,574.7605,5.5,87,83,23.7,97,97,17.96,4495,1.67,11.8,11.8,7.7,0,1,50.3,65.977875
1461,Sri Lanka,Asia,2006,11.6,13.5,129.7315,1.96,98,98,22.1,98,98,0.02,2398,19.7,15.4,15.5,10.5,0,1,74.9,46.26629
1462,Malta,European Union,2013,5.8,6.6,53.4165,7.32,94,88,27.1,99,99,0.08,22071,0.43,0.8,0.7,11.0,1,0,81.7,78.44897
1463,Uzbekistan,Asia,2004,40.1,46.8,182.4795,2.82,99,99,25.2,99,99,0.1,1476,25.86,3.2,3.2,9.7,0,1,68.1,43.78888
1464,Serbia,Rest of Europe,2011,6.4,7.4,124.594,8.55,94,90,25.8,94,94,0.02,5354,7.23,2.2,2.2,10.6,0,1,74.5,193.06088
1465,Finland,European Union,2009,2.6,3.2,89.883,9.96,88,92,26.0,99,99,0.08,42412,5.34,0.9,0.8,12.2,1,0,79.7,82.885925
1466,Austria,European Union,2002,4.4,5.3,89.4275,12.09,81,39,25.1,82,83,0.08,39636,8.08,1.7,1.9,9.4,1,0,78.7,109.03479
1467,Suriname,South America,2006,22.9,25.7,192.5215,4.57,84,16,25.9,84,84,0.81,7896,0.51,3.5,3.4,7.7,0,1,69.2,49.53372
1468,Mali,Africa,2014,68.7,112.4,272.427,0.61,73,64,22.9,62,73,0.42,729,16.93,7.9,7.7,2.3,0,1,57.0,12.863591
1469,Croatia,European Union,2008,5.1,5.9,104.768,11.36,97,98,26.4,96,96,0.02,12790,4.31,1.7,1.7,10.3,1,0,75.9,192.3318
1470,Niger,Africa,2014,53.4,98.0,253.126,0.12,68,64,21.7,79,68,0.06,482,19.24,9.8,9.6,1.7,0,1,60.1,4.972042
1471,Kazakhstan,Asia,2000,36.7,42.5,290.732,5.81,99,98,25.6,96,97,0.02,4446,14.88,2.7,2.7,10.5,0,1,65.5,128.09734
1472,Croatia,European Union,2013,4.3,5.1,95.4975,10.39,96,97,27.0,96,96,0.02,11537,4.26,1.5,1.5,11.0,1,0,77.1,179.99854
1473,Japan,Asia,2007,2.6,3.5,65.136,7.28,83,89,22.6,97,98,0.17,33990,128.0,1.8,1.5,11.3,1,0,82.5,106.66677
1474,India,Asia,2000,66.7,91.7,221.6305,0.93,67,34,20.7,57,58,0.34,758,1056.58,27.7,28.6,4.4,0,1,62.5,55.875652
1475,Norway,Rest of Europe,2014,2.3,2.8,56.476,6.06,88,92,26.6,93,93,0.04,73650,5.14,0.8,0.7,12.5,1,0,82.1,71.436165
1476,Togo,Africa,2009,59.8,91.7,309.5725,1.16,78,64,23.0,78,78,1.28,468,6.25,7.5,7.4,4.3,0,1,56.8,24.155712
1477,Belize,Central America and Caribbean,2003,18.5,21.7,193.551,5.63,96,89,27.7,95,96,1.47,4736,0.27,3.6,3.6,10.2,0,1,69.5,22.553701
1478,Vietnam,Asia,2008,18.8,23.5,133.6115,1.78,87,65,20.8,93,93,0.19,1833,86.24,14.7,15.7,7.0,0,1,74.6,74.60922
1479,Ethiopia,Africa,2011,51.9,77.7,252.8295,0.45,65,64,20.4,70,65,0.32,490,90.14,1.9,1.6,2.4,0,1,62.5,6.007506
1480,Cote d'Ivoire,Africa,2013,69.1,97.0,407.6445,1.22,80,64,23.6,79,80,0.84,1769,22.09,5.8,5.7,4.7,0,1,54.9,15.685374
1481,Mali,Africa,2002,96.1,174.7,318.8575,0.61,78,64,21.8,65,61,0.92,641,11.62,1.5,1.5,1.4,0,1,49.5,11.22343
1482,Turkiye,Middle East,2013,12.7,14.7,109.578,1.33,97,65,27.7,98,98,0.08,10226,75.93,4.9,4.7,7.7,0,1,75.8,82.27909
1483,Netherlands,European Union,2009,3.8,4.6,65.6915,9.12,88,93,25.5,97,97,0.06,44028,16.53,1.0,0.9,11.9,1,0,80.5,131.92139
1484,"Yemen, Rep.",Middle East,2008,48.0,62.4,241.32,0.038,78,95,23.1,78,78,0.03,2574,21.89,13.8,13.7,2.3,0,1,64.9,37.780407
1485,Niger,Africa,2007,71.3,149.0,276.348,0.096,72,64,21.3,57,57,0.18,417,14.69,11.4,11.3,1.4,0,1,55.0,5.486687
1486,Papua New Guinea,Oceania,2005,49.6,64.9,250.8075,0.8,63,65,24.6,61,72,0.56,1888,6.49,1.4,1.4,3.5,0,1,60.5,45.94732
1487,Chad,Africa,2009,85.8,151.7,387.5995,0.67,24,64,21.6,32,24,0.67,659,11.56,9.6,9.5,1.8,0,1,50.3,14.923499
1488,Mauritius,Africa,2012,13.0,14.9,147.395,3.17,98,90,25.1,98,98,0.89,8384,1.26,7.1,7.0,8.6,0,1,73.9,57.54705
1489,North Macedonia,Rest of Europe,2002,12.8,14.3,119.958,4.67,69,97,25.8,97,96,0.08,3240,2.02,2.7,2.7,7.1,0,1,73.0,181.21016
1490,"Micronesia, Fed. Sts.",Oceania,2005,28.6,34.7,177.472,1.9,91,65,29.0,94,94,0.17,3023,0.11,0.2,0.2,6.0,0,1,65.5,87.624695
1491,Eritrea,Africa,2003,49.6,73.8,360.1825,0.62,91,88,20.3,95,93,0.47,796,2.6,9.7,9.7,3.7,0,1,57.2,20.080324
1492,Zimbabwe,Africa,2015,42.1,61.3,368.141,3.84,87,64,23.8,88,87,3.86,1445,13.81,5.6,5.5,8.2,0,1,59.5,48.81442
1493,Italy,European Union,2002,4.3,5.0,72.478,9.25,95,84,25.5,96,93,0.09,32998,57.06,0.5,0.5,8.8,1,0,80.2,125.65106
1494,United Kingdom,Rest of Europe,2012,4.1,4.8,69.147,9.53,88,86,27.0,95,95,0.08,43100,63.7,0.8,0.5,12.9,1,0,80.9,128.16304
1495,Lesotho,Africa,2011,69.0,93.9,538.191,2.38,96,82,24.7,95,96,11.51,1037,2.0,6.8,6.6,5.8,0,1,46.2,103.24138
1496,United States,North America,2007,6.6,7.7,109.026,8.74,93,86,28.3,93,96,0.13,54300,301.23,0.7,0.6,12.9,1,0,78.0,113.012634
1497,Solomon Islands,Oceania,2008,23.3,27.8,179.355,1.07,89,65,25.6,88,89,0.17,1976,0.5,1.2,1.2,5.0,0,1,70.1,67.7578
1498,Nigeria,Africa,2014,80.1,127.9,360.3385,4.45,49,64,23.2,40,49,0.58,2688,176.4,1.1,9.9,5.9,0,1,52.7,5.1966424
1499,Bulgaria,European Union,2013,7.8,9.3,133.448,10.32,95,94,26.2,95,95,0.03,6693,7.27,1.9,1.9,10.9,1,0,74.9,181.36455
1500,Poland,European Union,2000,8.1,9.3,152.9305,8.4,99,96,25.4,98,98,0.08,7357,38.26,2.5,2.8,11.1,1,0,73.7,158.27676
1501,Zimbabwe,Africa,2012,46.5,72.2,423.442,3.93,97,64,23.7,95,95,5.13,1432,13.12,6.5,6.4,7.9,0,1,55.0,52.30884
1502,Iceland,Rest of Europe,2004,2.7,3.4,61.9875,6.71,88,89,25.7,99,99,0.03,46766,0.29,1.0,0.9,9.9,1,0,81.0,91.33759
1503,Malta,European Union,2015,5.7,6.6,51.8135,7.37,95,91,27.1,97,97,0.08,24922,0.45,0.8,0.8,11.2,1,0,81.9,75.19178
1504,Georgia,Rest of Europe,2002,27.7,31.5,168.977,2.74,51,40,26.0,89,84,0.03,1775,3.98,2.9,3.0,11.9,0,1,70.2,150.82811
1505,Ethiopia,Africa,2003,76.7,121.8,369.5585,0.14,52,64,20.0,54,37,0.83,259,72.17,11.6,11.5,1.7,0,1,54.2,7.9319816
1506,Belgium,European Union,2013,3.4,4.2,75.9595,10.33,98,85,26.0,99,99,0.08,39970,11.16,1.0,0.9,11.4,1,0,80.6,129.86577
1507,New Zealand,Oceania,2008,5.2,6.3,73.0145,9.48,90,86,27.5,89,89,0.04,35655,4.26,0.3,0.3,11.8,1,0,80.4,72.723724
1508,Sierra Leone,Africa,2013,97.7,141.2,406.0525,3.12,92,60,22.6,92,92,0.95,740,6.86,7.7,7.6,3.3,0,1,51.7,16.525366
1509,Singapore,Asia,2003,2.5,3.2,71.202,1.43,95,96,23.5,96,96,0.15,36710,4.11,2.1,2.0,9.8,0,1,79.0,39.746834
1510,Slovak Republic,European Union,2007,6.4,7.7,137.7115,10.96,99,97,25.8,99,99,0.01,13734,5.37,1.3,1.4,11.1,1,0,74.2,117.980965
1511,Nepal,Asia,2002,53.1,70.4,221.783,0.19,46,65,20.9,72,72,0.17,570,24.73,18.2,18.8,2.5,0,1,63.6,70.863335
1512,Tonga,Oceania,2012,11.0,12.8,138.9635,0.22,77,95,31.9,95,77,0.17,4108,0.1,0.1,0.1,10.9,0,1,70.2,81.36768
1513,"Bahamas, The",Central America and Caribbean,2012,12.8,14.9,163.272,9.37,96,83,27.7,99,98,0.39,32652,0.36,2.5,2.5,11.1,0,1,72.4,27.035254
1514,Kenya,Africa,2015,35.2,48.9,223.608,1.65,89,28,23.3,83,89,1.15,1465,47.88,7.8,7.6,6.3,0,1,64.8,16.05407
1515,Cameroon,Africa,2008,72.7,117.6,368.451,5.5,84,64,23.8,82,84,2.27,1249,19.25,6.4,6.5,5.2,0,1,54.2,15.674705
1516,Timor-Leste,Oceania,2006,62.1,76.1,189.4355,0.039,75,64,20.3,62,63,0.06,862,1.02,11.9,11.9,3.4,0,1,64.8,43.56488
1517,Canada,North America,2003,5.3,6.2,77.6255,7.7,14,84,26.5,88,91,0.1,36024,31.64,0.5,0.4,11.7,1,0,79.7,111.11419
1518,Lithuania,European Union,2011,4.5,5.5,184.524,14.76,95,94,26.3,92,92,0.09,12047,3.03,2.7,2.8,11.8,1,0,73.6,149.3667
1519,Armenia,Rest of Europe,2004,22.2,25.0,141.353,3.73,91,94,25.8,93,91,0.08,2062,3.0,2.0,2.1,10.8,0,1,72.5,134.13635
1520,Bangladesh,Asia,2014,32.5,40.1,132.246,0.01,97,89,21.5,97,97,0.01,1185,154.52,18.1,18.6,5.2,0,1,71.2,52.80525
1521,Germany,European Union,2006,3.8,4.6,82.246,11.76,87,90,26.1,94,96,0.08,36699,82.38,1.1,1.1,13.6,1,0,79.1,119.381996
1522,Papua New Guinea,Oceania,2012,43.0,55.2,230.8385,0.94,68,65,25.2,65,74,0.38,2266,7.63,1.3,1.3,4.2,0,1,62.6,44.30498
1523,Tonga,Oceania,2005,12.7,14.7,150.2735,1.89,89,98,31.6,99,89,0.17,3875,0.1,0.1,0.1,9.2,0,1,69.8,77.91476
1524,Cambodia,Asia,2012,32.3,37.7,186.6,2.52,86,41,21.8,90,86,0.12,993,14.78,11.0,11.2,4.5,0,1,67.5,80.71514
1525,"Gambia, The",Africa,2005,53.1,91.5,287.749,3.31,95,64,22.7,94,95,1.44,711,1.54,9.2,9.1,2.4,0,1,57.9,22.612057
1526,Bosnia and Herzegovina,Rest of Europe,2009,6.6,7.5,104.296,4.69,90,88,25.3,90,90,0.08,4028,3.74,2.7,2.7,7.7,0,1,75.8,177.703
1527,Djibouti,Africa,2010,62.5,76.6,272.2445,0.48,88,82,23.9,88,88,0.43,1343,0.84,5.6,5.6,4.0,0,1,60.1,31.589848
1528,Ukraine,Rest of Europe,2006,12.0,14.0,263.497,7.42,96,98,26.1,99,98,0.35,2322,46.79,2.6,2.7,11.2,0,1,68.1,219.66745
1529,Eswatini,Africa,2001,69.0,115.8,591.9355,6.7,86,99,25.6,87,84,20.8,2477,1.01,9.0,9.2,3.7,0,1,45.8,34.41407
1530,Mongolia,Asia,2014,17.4,20.4,215.2245,9.88,99,98,26.0,99,99,0.02,3860,2.94,2.2,2.3,10.1,0,1,68.9,72.78047
1531,Canada,North America,2004,5.3,6.1,75.8795,7.8,14,84,26.6,91,91,0.1,37086,31.94,0.5,0.4,12.0,1,0,79.9,109.05098
1532,Costa Rica,Central America and Caribbean,2005,9.9,11.3,95.7985,4.11,90,86,26.3,91,91,0.15,8606,4.29,2.0,2.0,7.9,0,1,78.1,28.740866
1533,Vietnam,Asia,2001,22.6,28.5,138.4385,0.76,87,65,20.0,96,96,0.25,1230,80.74,15.7,16.4,5.6,0,1,73.2,70.09057
1534,Slovenia,European Union,2013,2.3,2.8,77.3625,9.53,88,95,26.3,95,95,0.02,19922,2.06,1.4,1.4,11.7,1,0,80.3,88.81607
1535,Poland,European Union,2011,4.9,5.7,126.5725,10.24,98,95,26.2,96,99,0.08,11369,38.06,2.0,2.2,12.3,1,0,76.7,141.6368
1536,Mozambique,Africa,2001,106.1,161.0,440.8905,0.65,76,64,21.7,72,73,3.5,321,18.22,4.1,4.0,2.4,0,1,49.3,21.28005
1537,Philippines,Asia,2004,26.9,34.9,211.6655,4.42,48,18,22.4,85,88,0.01,2018,84.71,1.0,9.7,8.6,0,1,69.0,66.14138
1538,New Zealand,Oceania,2002,5.8,7.0,82.496,9.09,89,86,26.9,84,90,0.03,32657,3.95,0.3,0.3,11.6,1,0,78.8,85.39283
1539,Chad,Africa,2000,99.7,184.0,406.9915,0.3,27,64,20.9,30,36,1.39,375,8.36,11.5,11.4,1.4,0,1,47.7,19.600063
1540,Sao Tome and Principe,Central America and Caribbean,2009,29.7,39.3,199.2275,4.34,98,71,24.4,99,98,0.36,1348,0.18,6.3,6.2,4.8,0,1,66.9,12.309031
1541,Australia,Oceania,2002,5.0,6.0,71.935,9.84,95,85,26.4,92,92,0.04,47127,19.65,0.7,0.7,11.8,1,0,79.9,67.79513
1542,Montenegro,Rest of Europe,2015,3.3,4.0,100.861,8.49,82,94,26.5,89,89,0.03,6517,0.62,1.8,1.8,11.3,0,1,76.4,185.5758
1543,Cambodia,Asia,2003,61.8,78.0,236.439,0.84,84,48,20.9,69,69,0.45,575,12.86,11.6,11.7,3.4,0,1,61.2,80.92054
1544,Gabon,Africa,2004,49.0,75.8,319.386,8.02,70,64,24.2,44,45,2.84,7507,1.35,7.4,7.2,6.8,0,1,57.9,22.739828
1545,Singapore,Asia,2006,2.3,2.9,65.786,1.55,95,96,23.5,95,95,0.14,44160,4.4,2.1,2.0,10.1,0,1,80.1,36.9138
1546,Fiji,Oceania,2012,20.0,23.5,191.3835,2.43,99,94,27.3,99,99,0.11,4683,0.87,4.0,3.7,10.1,0,1,66.9,73.30727
1547,Greece,European Union,2015,3.8,4.4,70.7555,6.68,96,83,27.1,99,99,0.06,18084,10.82,0.8,0.7,10.6,1,0,81.0,178.43973
1548,Mongolia,Asia,2001,45.3,58.5,266.119,2.18,95,95,24.4,95,95,0.01,1624,2.42,2.5,2.6,8.3,0,1,63.3,70.09629
1549,Vietnam,Asia,2003,21.0,26.4,136.971,0.93,78,65,20.2,96,99,0.26,1372,82.3,15.6,16.2,6.0,0,1,73.7,71.50551
1550,Bosnia and Herzegovina,Rest of Europe,2004,7.9,9.1,111.9335,4.38,92,88,25.0,87,84,0.08,3371,3.76,3.0,3.0,7.3,0,1,75.1,161.50255
1551,Barbados,Central America and Caribbean,2004,14.4,15.7,118.7115,7.43,93,99,26.8,93,93,0.57,16369,0.28,4.1,4.0,9.2,0,1,77.8,41.57928
1552,Lao PDR,Asia,2006,61.1,82.9,237.688,3.71,57,65,21.7,56,57,0.16,1253,5.85,9.9,9.9,4.3,0,1,62.2,72.28247
1553,Brunei Darussalam,Asia,2007,7.7,9.5,91.9455,0.83,97,92,26.0,95,99,0.1,35065,0.37,6.2,5.7,8.6,0,1,74.4,33.8915
1554,Malta,European Union,2010,5.8,6.7,55.7385,6.99,75,85,27.1,76,76,0.08,20558,0.41,0.8,0.7,10.3,1,0,81.4,78.97581
1555,Honduras,Central America and Caribbean,2004,25.5,30.6,164.069,2.83,93,83,25.3,94,94,0.22,1913,7.28,2.6,2.5,4.6,0,1,71.8,24.776073
1556,Switzerland,Rest of Europe,2012,3.8,4.4,53.4515,9.87,88,86,25.1,96,96,0.06,82800,8.0,0.5,0.3,13.4,1,0,82.7,90.49656
1557,Tajikistan,Asia,2004,50.4,60.1,161.477,0.7,81,98,24.5,82,86,0.03,602,6.66,3.9,3.9,10.5,0,1,65.3,39.24807
1558,Bangladesh,Asia,2013,34.0,42.2,134.7385,0.0,96,82,21.4,96,96,0.01,1130,152.76,18.3,18.8,5.1,0,1,70.9,50.36635
1559,Philippines,Asia,2005,26.4,34.2,210.905,4.19,49,19,22.5,90,89,0.01,2078,86.33,1.0,9.7,8.7,0,1,69.1,67.03721
1560,Kyrgyz Republic,Asia,2014,20.9,23.5,171.816,6.18,96,65,26.4,95,96,0.13,1102,5.84,3.3,3.4,10.8,0,1,70.4,75.272995
1561,Lebanon,Middle East,2001,16.0,18.7,97.5565,2.32,80,42,26.4,80,80,0.02,6712,3.99,4.9,4.7,7.5,0,1,75.0,85.88847
1562,North Macedonia,Rest of Europe,2014,9.9,11.2,98.63,3.56,97,97,26.6,96,95,0.08,4687,2.07,2.2,2.2,9.5,0,1,75.5,172.19836
1563,Botswana,Africa,2005,38.9,67.0,498.38,6.38,92,83,23.9,96,96,11.63,4986,1.8,1.0,9.9,8.3,0,1,52.1,55.409313
1564,Russian Federation,Rest of Europe,2010,8.3,10.4,250.947,10.82,97,98,26.1,98,97,0.08,8755,142.85,2.3,2.5,11.5,0,1,68.8,191.11116
1565,Uruguay,South America,2005,12.5,14.4,117.821,6.26,96,92,26.3,96,96,0.19,10170,3.32,1.6,1.6,8.0,0,1,75.8,107.901855
1566,Slovak Republic,European Union,2002,7.6,9.1,145.3625,11.16,99,97,25.6,98,99,0.01,9641,5.38,1.5,1.6,10.3,1,0,73.6,117.88038
1567,New Zealand,Oceania,2007,5.3,6.4,75.011,9.2,88,86,27.4,88,88,0.04,36363,4.22,0.3,0.3,11.8,1,0,80.2,73.55068
1568,North Macedonia,Rest of Europe,2010,9.2,10.4,106.0775,3.53,90,97,26.3,95,95,0.08,4340,2.06,2.3,2.3,9.1,0,1,75.0,173.97823
1569,Jamaica,Central America and Caribbean,2011,15.1,17.5,137.7585,2.99,92,60,27.1,93,92,0.57,4946,2.83,1.8,1.7,9.0,0,1,74.0,42.616997
1570,Bolivia,South America,2015,25.4,31.3,184.52,3.15,99,83,26.4,99,99,0.15,3036,10.87,1.2,1.1,8.7,0,1,70.3,22.070967
1571,Myanmar,Asia,2010,48.8,63.7,208.6165,0.97,92,75,22.1,90,90,0.34,903,50.6,13.1,13.3,4.1,0,1,63.5,92.4259
1572,Slovak Republic,European Union,2005,6.8,8.2,139.5745,11.06,99,97,25.7,99,99,0.01,11426,5.37,1.4,1.5,10.8,1,0,73.9,117.44035
